Sample,,,,,,,FLUCONAZOLE Results,,IS_SPARTEINE Results,,NEOSTIGMINE BROMIDE Results,,NALOXONE HYDROCHLORIDE Results,,CLONIDINE HYDROCHLORIDE Results,,RIZATRIPTAN BENZOATE Results,,AMINOGLUTETHIMIDE Results,,AMISULPRIDE Results,,METOCLOPRAMIDE HYDROCHLORIDE Results,,ALMOTRIPTAN Results,,IS_EMETINE Results,,LOFEXIDINE  HYDROCHLORIDE Results,,FAMCICLOVIR Results,,IS_CAFFEINE Results,,RIVASTIGMINE TARTRATE Results,,IS_YOHIMBINE Results,,TOPOTECAN HYDROCHLORIDE Results,,IS_SULFAMETHOXAZOLE Results,,KETOTIFEN FUMARATE Results,,PAPAVERINE HYDROCHLORIDE Results,,IS_EYTHROMYCINE Results,,RANOLAZINE Results,,CITALOPRAM HYDROBROMIDE Results,,PENTOXIFYLLINE Results,,HALOPERIDOL Results,,TENATOPRAZOLE Results,,BIPERIDEN Results,,OMEPRAZOLE Results,,NEVIRAPINE Results,,DULOXETINE HYDROCHLORIDE Results,,VINPOCETINE Results,,ETHOPROPAZINE HYDROCHLORIDE Results,,DOXAZOSIN MESYLATE Results,,METHSUXIMIDE Results,,FLUVOXAMINE MALEATE Results,,ETHOXZOLAMIDE Results,,OXYBUTYNIN CHLORIDE Results,,NAFRONYL OXALATE Results,,COLCHICINE Results,,ZALEPLON Results,,LOXAPINE SUCCINATE Results,,LOPERAMIDE HYDROCHLORIDE Results,,BROMOCRIPTINE MESYLATE Results,,CLEMASTINE FUMARATE Results,,DICYCLOMINE HYDROCHLORIDE Results,,BISACODYL Results,,TADALAFIL Results,,IS_MIFEPRISTONE Results,,MIFEPRISTONE Results,,NAPROXEN(+) Results,,EZETIMIBE Results,,BEZAFIBRATE Results,,ARTEMISININ Results,,NITRENDIPINE Results,,LEVONORGESTREL Results,,FINASTERIDE Results,,BUDESONIDE Results,,PACLITAXEL Results,,BETAMETHASONE VALERATE Results,,FEBUXOSTAT Results,,NATEGLINIDE Results,,IS_IPRIFLAVONE Results,,NORGESTIMATE Results,,TACROLIMUS Results,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
!,!,MZ002H-Pool15-P002C1-S024-T12,MZ002H-Pool15-P002C1-S024-T12.d,Sample,,5/4/2016 3:33 AM,,,1.074,4184713,1.242,772305,1.230,2332986,1.253,6897423,1.331,247479,1.555,733558,1.667,4525217,1.801,5395116,1.823,4887787,1.745,3336091,1.946,2788808,1.991,4170833,2.002,1209356,2.013,214302,2.058,8915914,2.125,18184,2.215,2822361,2.383,3089534,2.394,15620737,2.539,3334431,2.539,6638764,2.640,12724803,2.774,9740156,2.852,5894666,2.864,0,2.931,5202242,2.953,742,2.975,6286461,2.920,1013967,3.065,6939940,3.087,10033454,3.043,4737980,3.121,92300,3.199,847101,3.210,2445221,3.289,5750700,3.300,7793397,3.333,8842733,3.378,7093289,3.378,399917,3.490,6750851,3.568,107302,3.580,1593238,3.624,4315178,3.736,104162,3.904,289337,3.893,9071090,3.893,9064534,4.083,976694,4.150,521748,4.251,10871011,4.251,0,4.363,0,4.463,2866041,4.463,12512533,4.486,1945753,4.631,119969,4.743,1243460,4.799,843670,4.810,2246872,4.821,10861838,5.045,1451790,5.235,608717
!,!,MZ002H-Pool15-P003A1-S025-T00,MZ002H-Pool15-P003A1-S025-T00.d,Sample,,5/4/2016 6:08 AM,,,1.087,3722188,1.244,775730,1.244,2377448,1.255,6586870,1.333,240306,1.557,669791,1.680,4922164,1.814,5436456,1.825,5109758,1.780,2887220,1.948,2963155,1.993,3745263,2.004,1214692,2.015,224514,2.060,9616348,2.127,21949,2.217,2970472,2.385,3345983,2.407,16524893,2.541,2941240,2.541,6823223,2.642,13357787,2.776,10868544,2.854,7122102,2.877,319888,2.933,4424720,2.944,932,2.977,6991581,2.921,1229618,3.056,8584838,3.078,10368366,3.045,5294006,3.123,89952,3.201,984517,3.212,2769313,3.291,6354310,3.302,7566493,3.324,7139471,3.380,6572247,3.380,347456,3.481,7566979,3.570,212246,3.570,1793897,3.626,5605206,3.738,131441,3.906,299173,3.895,8149602,3.895,8163422,4.085,861483,4.152,423846,4.241,9095674,4.264,1994835,4.376,605874,4.465,2510338,4.465,11644901,4.488,1829671,4.633,119766,4.745,1527813,4.801,641244,4.812,2044631,4.823,8592232,4.991,1884831,5.226,1174530
!,!,MZ002H-Pool15-P003A2-S026-T00,MZ002H-Pool15-P003A2-S026-T00.d,Sample,,5/4/2016 8:43 AM,,,1.077,3917447,1.234,983436,1.234,3371844,1.256,7740577,1.334,296031,1.558,904602,1.670,6848835,1.804,7291117,1.826,6757848,1.782,3022622,1.950,3884963,1.994,4953928,1.994,1370979,2.028,303130,2.050,11277318,2.129,23760,2.218,3951414,2.386,4522251,2.397,19203063,2.542,2101844,2.542,8457187,2.643,16395006,2.766,13651808,2.856,9476106,2.878,618544,2.923,6084025,2.945,7014,2.979,8933598,2.923,1717671,3.057,10804561,3.079,13379368,3.046,6614693,3.113,114417,3.202,1390412,3.214,3474074,3.292,8117389,3.303,9221627,3.325,9734801,3.381,8371611,3.381,391550,3.482,10699549,3.560,315862,3.560,2766952,3.616,7026238,3.739,126206,3.907,366977,3.896,8651393,3.896,8651973,4.075,1048784,4.153,465965,4.243,10091207,4.265,2221290,4.377,756447,4.466,2976578,4.466,13191221,4.489,2151086,4.623,134766,4.746,1806048,4.802,792358,4.813,2405428,4.824,8736105,5.048,3048301,5.238,1481572
!,!,MZ002H-Pool15-P003A1-S028-T00,MZ002H-Pool15-P003A1-S028-T00.d,Sample,,5/4/2016 1:52 PM,,,1.066,4739704,1.234,898546,1.234,2642265,1.245,7234256,1.323,242182,1.547,668154,1.670,4709289,1.804,5722183,1.827,5112614,1.760,3069681,1.939,3102881,1.995,4274010,2.006,1204539,2.017,223323,2.050,8588181,2.129,18979,2.218,2590533,2.375,3125724,2.397,16367268,2.543,3229745,2.531,6788273,2.643,13591115,2.766,10325188,2.856,7175941,2.878,437324,2.923,6214153,2.945,0,2.979,6567655,2.912,1278848,3.057,9061525,3.080,11711231,3.046,5203484,3.113,100432,3.203,1061797,3.214,2804564,3.281,6791183,3.303,8613065,3.326,9317204,3.382,7589867,3.382,372157,3.482,9150418,3.572,270726,3.561,2402637,3.617,6655510,3.740,11708444,3.907,321142,3.896,9555477,3.896,9537046,4.075,924372,4.153,451955,4.243,9674650,4.265,2105440,4.377,767462,4.467,3319637,4.467,13556673,4.489,2100071,4.623,144452,4.735,1941601,4.802,872323,4.813,2436248,4.825,12332123,5.048,3481179,5.227,1639410
!,!,MZ002H-Pool15-P003A1-S025-T12,MZ002H-Pool15-P003A1-S025-T12.d,Sample,,5/4/2016 4:27 PM,,,1.064,5080242,1.232,977784,1.232,2669492,1.243,8180414,1.332,272465,1.556,749539,1.668,6363798,1.802,7134398,1.824,6598891,1.791,3876172,1.936,3551674,1.992,1290309,2.003,1388212,2.015,292221,2.048,11275252,2.126,23400,2.216,3411808,2.384,4435989,2.395,19686477,2.540,4136117,2.540,8905259,2.641,16037764,2.764,11897459,2.854,8645538,2.876,0,2.932,4723511,2.943,0,2.977,8681366,2.921,1507225,3.055,9694177,3.088,12126252,3.044,6091308,3.111,91049,3.200,1027807,3.211,2939886,3.279,6779427,3.301,8873817,3.323,6880562,3.379,7223912,3.379,305538,3.491,8263371,3.569,115194,3.558,1884710,3.614,5570493,3.726,0,3.905,351335,3.894,9460024,3.894,9460024,4.084,884797,4.151,387388,4.241,10834925,4.263,11091,4.375,36751,4.464,2102073,4.464,15099213,4.487,2462424,4.632,176031,4.744,2213747,4.800,899114,4.811,2560108,4.822,10993236,5.046,5131351,5.236,2002560
!,!,MZ002H-Pool15-P003A2-S026-T12,MZ002H-Pool15-P003A2-S026-T12.d,Sample,,5/4/2016 7:02 PM,,,1.077,5091327,1.233,1210954,1.233,3922417,1.256,10469667,1.334,368620,1.558,1633463,1.681,11298724,1.804,11957311,1.826,10030167,1.860,3336845,1.938,6443291,1.994,1650701,2.005,2201269,2.028,531680,2.061,17820881,2.128,44004,2.218,7690132,2.386,8160138,2.397,29056328,2.542,3525340,2.542,14847256,2.643,21798731,2.766,17996318,2.855,15042068,2.878,0,2.923,8610804,2.934,0,2.979,15524419,2.923,2729716,3.057,15606061,3.079,19097098,3.046,9348438,3.113,180247,3.202,2180703,3.213,5503160,3.281,11573047,3.303,13815655,3.325,12523431,3.381,10910481,3.381,484130,3.493,13987019,3.560,271627,3.560,3685657,3.616,8495398,3.717,0,3.907,539123,3.896,12401752,3.896,12402239,4.075,1690033,4.153,778269,4.243,15870249,4.265,230380,4.377,18807,4.466,2760033,4.466,16872371,4.489,2840086,4.634,177636,4.735,2172728,4.802,1194420,4.813,3739134,4.824,10381989,5.048,4967470,5.227,2360022
!,!,MZ002H-Pool15-P003A1-S028-T12,MZ002H-Pool15-P003A1-S028-T12.d,Sample,,5/5/2016 12:11 AM,,,1.063,3854236,1.242,680263,1.230,2286776,1.253,6501240,1.331,228602,1.555,713516,1.678,3902940,1.801,5175290,1.823,4412812,1.778,2226845,1.935,2535774,1.991,3699288,2.002,1049790,2.013,205072,2.058,8205222,2.125,16903,2.215,2354623,2.383,2784851,2.405,14541850,2.539,3351929,2.539,5705587,2.640,12211785,2.774,8568113,2.852,6034917,,,2.931,5293445,,,2.975,6518548,2.919,1112823,3.054,8289744,3.076,10116937,3.042,4500968,3.110,87158,3.199,1009410,3.210,2507206,3.289,6249960,3.300,7876294,3.333,8250744,3.378,6242690,3.378,473390,3.479,9031288,3.568,149507,3.557,2434042,3.624,5092238,3.736,18154,3.904,279209,3.893,9623395,3.893,9612317,4.083,1131194,4.150,721660,4.239,11315029,4.251,0,4.374,8559,4.463,2819099,4.463,12967136,4.485,1991669,4.631,139823,4.743,1533109,4.799,861459,4.810,2666045,4.821,10547029,5.045,3400481,5.224,1785300
!,!,MZ002H-Pool15-P003B1-S029-T00,MZ002H-Pool15-P003B1-S029-T00.d,Sample,,5/8/2016 12:52 PM,,,1.077,4136124,1.245,764362,1.234,2772419,1.256,7383461,1.334,262789,1.558,772994,1.681,5058160,1.815,5832033,1.838,5309821,1.703,2674198,1.950,3236665,1.994,4735816,2.005,1302518,2.028,236539,2.061,9123584,2.129,26208,2.218,3098209,2.397,3505323,2.408,17244068,2.542,3199166,2.542,7087488,2.654,13868298,2.766,10164643,2.856,6719158,2.889,144673,2.934,5586506,2.934,0,2.979,7673266,2.923,1276975,3.057,9658467,3.091,11711611,3.057,4896509,3.113,111947,3.214,1179434,3.214,3470980,3.292,7583148,3.303,8883352,3.325,9665166,3.381,8029980,3.381,565241,3.482,8572286,3.572,210850,3.572,2092514,3.627,7142965,3.739,14635607,3.907,318876,3.907,10082741,3.907,10076453,4.075,1131070,4.153,871490,4.243,10423744,4.265,2060863,4.377,665054,4.466,3065184,4.466,13599771,4.489,2101052,4.623,142240,4.735,1828930,4.802,801856,4.813,2493519,4.824,12049297,5.048,2807009,5.227,1798575
!,!,MZ002H-Pool15-P003B2-S030-T00,MZ002H-Pool15-P003B2-S030-T00.d,Sample,,5/8/2016 3:27 PM,,,1.077,3633428,1.244,1024681,1.233,2790049,1.256,8134468,1.334,297521,1.558,916075,1.681,5742909,1.804,7208255,1.826,6126462,1.725,2510952,1.938,3896950,1.994,5443579,2.005,1269766,2.016,280960,2.061,9018888,2.128,19054,2.218,2855944,2.374,3710137,2.397,18935121,2.542,3010288,2.542,8315796,2.643,14836406,2.766,11038640,2.855,7719916,2.878,164131,2.922,5910117,2.934,0,2.978,9295396,2.922,1483480,3.057,10579068,3.079,13522757,3.045,4907450,3.113,128713,3.202,1426099,3.213,3811130,3.292,8215131,3.303,10753628,3.325,11564150,3.381,9210379,3.381,596441,3.482,9804832,3.571,255996,3.560,2174344,3.616,7194522,3.739,16971285,3.907,386723,3.907,8988893,3.907,8998961,4.075,1241820,4.153,842401,4.242,11900189,4.265,2100136,4.377,672785,4.466,3605450,4.466,15597157,4.489,2338380,4.623,161440,4.735,2158249,4.802,1067112,4.813,3273468,4.824,10054514,4.981,3815381,5.216,2107826
!,!,MZ002H-Pool15-P003B3-S031-T00,MZ002H-Pool15-P003B3-S031-T00.d,Sample,,5/8/2016 6:02 PM,,,1.064,4073561,1.231,1016022,1.231,2805321,1.254,8597036,1.332,277880,1.556,935095,1.679,5574613,1.802,6836911,1.824,5998370,1.723,2719192,1.936,3663598,1.992,5329962,2.003,1246485,2.014,267779,2.059,8885771,2.126,20596,2.216,2856694,2.372,3781971,2.406,18532515,2.540,3217997,2.540,8410062,2.641,15672143,2.775,10821857,2.842,7547229,2.887,135437,2.920,5943553,2.932,0,2.976,8564584,2.920,1419285,3.055,10800544,3.077,13398285,3.043,5113637,3.111,120783,3.200,1302760,3.211,3651080,3.278,8302972,3.301,9671162,3.323,11056867,3.379,8572110,3.379,625771,3.480,9362190,3.569,228191,3.569,2051242,3.614,7287831,3.737,16423944,3.905,383218,3.905,8677717,3.905,8667412,4.073,1337634,4.151,901555,4.240,12003400,4.263,2152439,4.375,722952,4.464,3567713,4.464,15759827,4.486,2350595,4.621,157193,4.733,2053641,4.800,1011208,4.811,3357807,4.822,10828018,4.990,2340739,5.225,1821486
!,!,MZ002H-Pool15-P003B4-S032-T00,MZ002H-Pool15-P003B4-S032-T00.d,Sample,,5/8/2016 8:36 PM,,,1.065,4165352,1.233,835201,1.233,2507629,1.244,7569619,1.322,255040,1.546,838637,1.669,4929488,1.803,6069962,1.826,5358196,1.736,2807655,1.937,3340660,1.993,4784071,2.004,1280228,2.016,239803,2.049,9184477,2.128,25660,2.217,2774604,2.374,3391808,2.396,16693291,2.541,2976565,2.530,7016901,2.642,13978067,2.765,10169583,2.843,6818177,2.877,68690,2.922,4795857,2.933,0,2.978,7831324,2.911,1257365,3.056,9237583,3.078,11806190,3.045,4533211,3.112,105233,3.201,1174302,3.213,3092861,3.280,7296811,3.291,8950593,3.324,9697368,3.380,7661274,3.380,546013,3.481,8093799,3.571,193187,3.571,2017800,3.615,6787172,3.738,14766093,3.906,325623,3.906,8723974,3.906,8708874,4.074,1115405,4.152,807203,4.242,10599148,4.264,1771882,4.376,618212,4.465,3138281,4.465,14276558,4.488,2047659,4.622,129274,4.734,1747536,4.801,869447,4.812,2793519,4.823,11197186,4.991,2303478,5.215,1613208
!,!,MZ002H-Pool15-P003B1-S029-T12,MZ002H-Pool15-P003B1-S029-T12.d,Sample,,5/8/2016 11:11 PM,,,1.063,4060497,1.231,781500,1.231,2411426,1.253,7341352,1.332,241495,1.555,880074,1.678,4587468,1.801,5664400,1.824,5020509,1.746,2525773,1.936,3095698,1.992,4537129,2.003,1182529,2.014,228486,2.048,8172360,2.126,21180,2.215,2639532,2.383,3379168,2.394,16358348,2.540,3243435,2.529,6521474,2.640,13478698,2.763,9507854,2.853,6534088,,,2.920,5702123,2.909,0,2.976,7433419,2.920,1245681,3.054,9501696,3.077,11749537,3.043,4648917,3.110,99450,3.200,1113293,3.211,2793925,3.278,7148185,3.300,8600552,3.323,9814887,3.379,7576876,3.379,541930,3.479,8370917,3.558,137249,3.558,2185898,3.614,6800953,3.737,347521,3.904,317853,3.904,9748523,3.904,9747130,4.072,1091972,4.151,847814,4.240,11911383,4.251,0,4.374,9911,4.464,3122044,4.464,13817652,4.486,2004501,4.620,134554,4.732,1767526,4.799,847559,4.811,2710620,4.822,11334937,5.045,3835324,5.224,1674581
!,!,MZ002H-Pool15-P003B2-S030-T12,MZ002H-Pool15-P003B2-S030-T12.d,Sample,,5/9/2016 1:46 AM,,,1.075,4067805,1.242,994017,1.242,2864167,1.254,8882648,1.332,288871,1.556,1092155,1.679,5535319,1.802,6980157,1.824,6223380,1.746,2594734,1.936,3780226,1.992,5360200,2.003,1234373,2.025,278702,2.059,8959260,2.126,21517,2.216,2746741,2.372,4061609,2.395,18825190,2.540,2905777,2.529,8112011,2.641,15812060,2.775,10685170,2.853,7656556,,,2.920,6291033,2.920,0,2.976,8697343,2.909,1417152,3.055,10123072,3.077,13470630,3.043,5014646,3.110,113861,3.200,1259356,3.211,3234252,3.278,8092966,3.289,10220703,3.334,11030638,3.379,8681088,3.379,624156,3.480,9654426,3.569,141713,3.558,2262978,3.614,6832189,3.737,733801,3.905,383195,3.905,8736667,3.905,8735344,4.072,1337526,4.151,923975,4.240,13644474,4.252,0,,,4.464,3643527,4.464,15572652,4.486,2244262,4.621,145183,4.733,1748434,4.800,998454,4.811,3310753,4.822,8885227,5.046,1932150,5.225,1021633
!,!,MZ002H-Pool15-P003B3-S031-T12,MZ002H-Pool15-P003B3-S031-T12.d,Sample,,5/9/2016 4:20 AM,,,1.075,3813408,1.231,916760,1.231,2789116,1.242,7922776,1.332,254507,1.544,960343,1.668,5238909,1.802,6324920,1.824,5627197,1.757,2388260,1.936,3392216,1.992,4769067,2.003,1223538,2.014,244161,2.048,8749836,2.115,20159,2.216,2709936,2.383,3638080,2.395,17724456,2.540,2640664,2.529,7431422,2.641,14581831,2.764,10260404,2.853,7192613,2.864,0,2.920,6365480,2.943,0,2.976,8429394,2.909,1167051,3.055,9775415,3.077,12178945,3.043,4736229,3.111,102355,3.200,1132828,3.211,3267743,3.278,7370250,3.289,8400325,3.323,10031298,3.379,8230401,3.379,565124,3.480,8394287,3.569,131765,3.558,2027842,3.614,6296264,3.737,922007,3.905,338317,3.905,8434220,3.905,8417292,4.073,1150170,4.151,930561,4.240,12538200,4.251,0,4.375,635926,4.464,3405365,4.464,14443837,4.486,2130487,4.621,131899,4.733,1629183,4.800,878326,4.811,2939624,4.822,9089030,4.990,1752062,5.225,1347532
!,!,MZ002H-Pool15-P003B4-S032-T12,MZ002H-Pool15-P003B4-S032-T12.d,Sample,,5/9/2016 6:55 AM,,,1.065,4102275,1.233,782116,1.233,2944360,1.255,7462478,1.322,269127,1.546,847416,1.680,4531820,1.803,5219243,1.826,5137784,1.770,2517331,1.937,2973688,1.993,4413710,2.005,1183546,2.027,223285,2.049,9495742,2.128,19059,2.217,2623341,2.374,3180677,2.396,15329919,2.541,2760095,2.530,6543101,2.642,13167522,2.765,9151024,2.844,6266581,,,2.922,5367806,2.944,0,2.978,7440329,2.911,980364,3.056,8149741,3.078,10616113,3.045,4162862,3.112,89823,3.190,1087961,3.213,2948484,3.280,6413523,3.291,8492203,3.325,9174073,3.369,6739424,3.369,510472,3.481,7703543,3.559,104941,3.559,1797160,3.615,5424202,3.738,5782898,3.906,297609,3.906,8035041,3.906,8016382,4.074,1011559,4.152,815669,4.242,11271712,4.253,0,4.376,629983,4.454,3012153,4.466,13729160,4.488,1992914,4.622,128243,4.734,1471300,4.801,875156,4.812,2700540,4.823,9258609,4.980,1933535,5.226,1320040
!,!,MZ002H-Pool15-P003C1-S033-T00,MZ002H-Pool15-P003C1-S033-T00.d,Sample,,5/9/2016 9:30 AM,,,1.065,4022080,1.233,776432,1.233,2396572,1.244,7056950,1.334,219879,1.546,746240,1.669,4374747,1.803,5314527,1.826,5007834,1.781,2721798,1.938,2916790,1.994,4298605,2.005,1222503,2.016,220741,2.049,9522857,2.128,15798,2.217,2675843,2.385,3171286,2.396,15152377,2.542,3053863,2.530,6538204,2.642,12900273,2.765,9714912,2.844,6227621,2.877,23810,2.922,5050921,2.933,0,2.978,7245471,2.911,1141367,3.056,8241572,3.079,10904914,3.034,4440476,3.112,94822,3.190,1187513,3.202,3094461,3.280,6529127,3.291,8589645,3.325,9493625,3.369,6676510,3.369,512146,3.481,8071209,3.560,211092,3.560,1958326,3.616,6221985,3.739,14176982,3.906,291740,3.895,7678889,3.895,7677500,4.074,979653,4.152,775245,4.242,9876410,4.264,1825765,4.365,496058,4.454,2751544,4.466,12912110,4.477,1939812,4.622,120168,4.734,1586039,4.801,770507,4.812,2396256,4.812,8780391,4.980,2242034,5.226,1649504
!,!,MZ002H-Pool15-P003C2-S034-T00,MZ002H-Pool15-P003C2-S034-T00.d,Sample,,5/9/2016 12:05 PM,,,1.088,3966909,1.245,927130,1.233,2770359,1.256,7931782,1.334,258475,1.558,777769,1.670,5491222,1.804,6199861,1.826,5769126,1.793,2504941,1.938,3364280,1.994,4815927,2.005,1175409,2.016,256438,2.050,9174155,2.128,20934,2.218,2718433,2.374,3412877,2.397,16649216,2.531,2601323,2.531,7392131,2.643,14370844,2.766,11286436,2.844,7047033,2.878,25849,2.922,5356370,2.934,0,2.978,7441033,2.911,1247726,3.057,8734819,3.079,11639168,3.034,4782884,3.101,94371,3.191,1155650,3.213,3387577,3.280,6683382,3.292,8725346,3.325,9802228,3.370,7306989,3.370,454033,3.482,7362229,3.560,180522,3.560,1704351,3.616,5628937,3.739,13338381,3.907,308662,3.896,7213535,3.896,7199100,4.075,983909,4.153,706466,4.242,9866936,4.254,1888708,4.365,655583,4.466,2966575,4.466,13334330,4.477,1998848,4.623,122008,4.735,1685137,4.802,737625,4.813,2347341,4.813,7070818,4.981,2218761,5.227,1728885
!,!,MZ002H-Pool15-P003C3-S035-T00,MZ002H-Pool15-P003C3-S035-T00.d,Sample,,5/9/2016 2:39 PM,,,1.077,4165495,1.245,924700,1.233,2600602,1.256,8060322,1.334,270918,1.558,826448,1.670,5103389,1.804,6214341,1.826,5635492,1.782,2194182,1.938,3411295,1.994,4929821,2.005,1215003,2.017,249322,2.050,9122787,2.128,20060,2.218,2728031,2.374,3247202,2.397,16842163,2.531,2749768,2.531,7332374,2.643,14927629,2.766,11425531,2.844,7391558,2.878,24358,2.923,5666590,2.923,0,2.979,7804240,2.911,1323959,3.046,9410389,3.068,12449255,3.034,4855796,3.113,103511,3.191,1254561,3.213,3378411,3.281,7327950,3.292,9156963,3.325,10358630,3.381,8109254,3.381,492593,3.482,8632848,3.560,228381,3.560,2202749,3.605,6974701,3.739,11965662,3.907,335867,3.896,8194190,3.896,8150526,4.075,1091879,4.142,734520,4.243,10637228,4.254,2130282,4.366,659998,4.455,3127284,4.466,14233103,4.489,2081430,4.623,132253,4.735,1806783,4.802,840026,4.813,2697869,4.813,9211274,4.981,2200311,5.227,1727305
!,!,MZ002H-Pool15-P003C4-S036-T00,MZ002H-Pool15-P003C4-S036-T00.d,Sample,,5/9/2016 5:14 PM,,,1.063,4011097,1.231,767925,1.231,2337900,1.242,7047759,1.332,237843,1.544,695405,1.678,4422087,1.801,5295774,1.824,5078037,1.790,2279078,1.936,2934025,1.992,4351358,1.992,1195193,2.025,219239,2.048,9425852,2.126,13520,2.215,2616728,2.383,2835188,2.394,14681538,2.540,2910662,2.529,6372760,2.640,13047303,2.763,10211257,2.853,6285120,2.875,17458,2.920,4930182,,,2.976,6915233,2.909,1055684,3.054,7855617,3.077,10242344,3.043,4304829,3.110,94672,3.200,1107021,3.211,3008186,3.278,6282972,3.289,8290691,3.323,9163309,3.379,6762208,3.379,447927,3.479,7600867,3.569,187714,3.558,1890764,3.614,5859443,3.737,9088973,3.904,272599,3.904,7928564,3.904,7928931,4.072,952708,4.139,652205,4.240,9485643,4.262,1786612,4.374,554765,4.453,2730376,4.464,13168904,4.475,1871822,4.620,116626,4.732,1477806,4.799,768207,4.811,2351598,4.811,8865070,4.978,1734166,5.224,1427152
!,!,MZ002H-Pool15-P003C1-S033-T12,MZ002H-Pool15-P003C1-S033-T12.d,Sample,,5/9/2016 7:49 PM,,,1.064,4001286,1.232,799411,1.232,2224059,1.243,7977648,1.321,245678,1.545,859017,1.668,4586742,1.802,5735248,1.824,5328357,1.768,2535037,1.925,3099432,1.992,4525205,1.992,1010815,2.015,258219,2.048,8420973,2.115,13961,2.216,2168052,2.373,3544950,2.395,17293775,2.540,3594023,2.529,7119507,2.630,14545457,2.764,9317103,2.854,6822691,,,2.921,6104691,2.943,0,2.977,7505422,2.909,1197571,3.055,9442843,3.077,12678427,3.044,5134326,3.111,95811,3.189,1156566,3.211,2942044,3.267,7422083,3.290,9781773,3.323,10504369,3.379,7265968,3.379,458851,3.480,9088306,3.558,131583,3.547,2263290,3.603,6792853,3.737,5654844,3.905,344367,3.905,8662959,3.905,8653824,4.073,1170552,4.151,625397,4.241,13336233,4.252,0,4.364,8382,4.453,3433467,4.464,16269212,4.487,2268959,4.621,153836,4.733,1796722,4.800,1124964,4.811,3318740,4.811,9605629,4.979,2938237,5.214,1885738
!,!,MZ002H-Pool15-P003C2-S034-T12,MZ002H-Pool15-P003C2-S034-T12.d,Sample,,5/9/2016 10:24 PM,,,1.076,4250813,1.233,816508,1.233,2950549,1.244,8447782,1.322,279619,1.546,896814,1.669,5288893,1.803,6606980,1.826,5980244,1.792,2573903,1.938,3344580,1.993,5101173,1.993,1193795,2.016,280684,2.049,10043062,2.128,18682,2.217,2505722,2.374,3636332,2.396,17083041,2.530,2502287,2.530,7323587,2.642,14109554,2.765,10176552,2.844,6360026,2.855,0,2.922,5867155,2.933,0,2.978,7824054,2.911,965918,3.056,7974614,3.067,11029212,3.034,4463436,3.112,92836,3.190,1011532,3.202,3112823,3.269,6032516,3.291,8717627,3.325,9672303,3.369,6813765,3.381,425301,3.481,5978833,3.560,86681,3.560,1406873,3.604,4465534,3.739,9526001,3.906,295706,3.895,7377335,3.895,7377536,4.074,1097894,4.141,709931,4.242,12303660,4.253,0,4.365,713407,4.454,3290011,4.466,14722689,4.477,2187507,4.622,126640,4.734,1525431,4.801,944918,4.812,2901349,4.812,7479599,4.980,1627872,5.226,1402548
!,!,MZ002H-Pool15-P003C3-S035-T12,MZ002H-Pool15-P003C3-S035-T12.d,Sample,,5/10/2016 12:58 AM,,,1.065,3682337,1.233,796285,1.233,2575349,1.244,7423957,1.323,250941,1.546,909805,1.670,4754380,1.804,5905476,1.826,5600055,1.793,2163484,1.927,3220269,1.994,4563723,1.994,1068403,2.016,242008,2.050,9039648,2.128,21933,2.218,2426589,2.374,3288086,2.397,16718366,2.531,2736611,2.531,6970421,2.643,13513286,2.766,8829698,2.855,6833990,,,2.922,6024083,,,2.978,7869714,2.911,1204258,3.057,9245361,3.079,11922681,3.034,4779138,3.113,93047,3.191,1166847,3.213,2991254,3.269,7205974,3.292,8639407,3.325,9344967,3.370,6511956,3.381,683131,3.482,7870396,3.560,126918,3.549,1933688,3.605,6116031,3.739,65749,3.907,289438,3.896,7891386,3.896,7899771,4.075,1088144,4.142,1196606,4.242,12499919,4.242,0,4.365,580727,4.455,2905255,4.466,13108796,4.477,1773237,4.623,106504,4.735,1439810,4.802,847907,4.813,2900430,4.813,8251485,4.981,1457417,5.216,1586586
