Sample,,,,,,,IS_SPARTEINE Results,,NALOXONE HYDROCHLORIDE Results,,FENSPIRIDE HYDROCHLORIDE Results,,PIDOTIMOD Results,,TINIDAZOLE Results,,ROXATIDINE ACETATE HYDROCHLORIDE Results,,IS_EMETINE Results,,FAMCICLOVIR Results,,IS_CAFFEINE Results,,IS_YOHIMBINE Results,,IS_SULFAMETHOXAZOLE Results,,DIACETAMATE Results,,IS_EYTHROMYCINE Results,,VILAZODONE HYDROCHLORIDE Results,,PHENAZOPYRIDINE HYDROCHLORIDE Results,,DILTIAZEM HYDROCHLORIDE Results,,PERICIAZINE Results,,PANTOPRAZOLE Results,,FLUOXETINE Results,,ENTACAPONE Results,,METAXALONE Results,,MEBENDAZOLE Results,,RILUZOLE Results,,CETIRIZINE HYDROCHLORIDE Results,,QUINAPRIL HYDROCHLORIDE Results,,FAMPROFAZONE Results,,BISACODYL Results,,TELMISARTAN Results,,GRISEOFULVIN Results,,IS_MIFEPRISTONE Results,,BICALUTAMIDE Results,,IRBESARTAN Results,,DEFLAZACORT Results,,ARTEMISININ Results,,SULFASALAZINE Results,,NITRENDIPINE Results,,DIFLORASONE DIACETATE Results,,RACECADOTRIL Results,,LEVONORGESTREL Results,,ETODOLAC Results,,PACLITAXEL Results,,CYPROTERONE ACETATE Results,,NORETHINDRONE ACETATE Results,,DANAZOL Results,,IS_IPRIFLAVONE Results,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
,!,MZ009F-4Pool-P6-R01-T24,MZ009F-4Pool-P6-R01-T24.d,Sample,,2/22/2018 12:09 PM,1.021,2087974,1.188,1866619,1.188,2473254,1.300,82520,1.658,324998,1.792,138299,1.602,2264246,1.949,3062918,1.983,415592,1.960,2619705,2.195,1162523,2.273,4506,2.441,1083417,2.564,670556,2.531,801476,2.788,7808999,2.810,4118097,3.045,1496981,3.090,973069,3.470,33091,3.437,1202102,3.538,2123569,3.538,1319577,3.549,2690486,3.515,4426743,3.571,4773161,4.108,319,3.694,5043217,3.750,5908660,3.761,1482716,3.907,228278,4.007,11551484,4.097,6043901,4.343,2963,4.276,1098,4.276,186127,4.298,4194542,4.321,316064,4.365,5438151,4.399,898299,4.511,61872,4.533,3189205,4.600,2447038,4.869,188193,4.701,3235708
,!,MZ009F-4Pool-P6-R03-T24,MZ009F-4Pool-P6-R03-T24.d,Sample,,2/22/2018 12:15 PM,1.040,1442890,1.174,2079556,1.174,2430174,1.286,82109,1.644,426259,1.790,197787,1.588,2538775,1.946,3051843,1.969,428139,1.957,2990065,2.181,850994,2.304,845,2.450,1016618,2.550,1460642,2.539,965634,2.785,7088344,2.796,4271609,3.054,1307138,3.098,1161367,3.456,52065,3.423,1235859,3.524,2302490,3.546,1201605,3.546,3039413,3.524,4241896,3.613,5093749,3.759,554,3.703,5343539,3.759,5169822,3.781,2274616,3.893,230538,4.005,10059029,4.083,5385627,4.340,5403,4.273,1357,4.262,297441,4.284,4050318,4.318,414918,4.351,5348280,4.385,855792,4.508,67202,4.519,3568616,4.598,2916634,4.866,269233,4.698,4157123
,!,MZ009F-4Pool-P6-R05-T24,MZ009F-4Pool-P6-R05-T24.d,Sample,,2/22/2018 12:22 PM,1.033,1061576,1.189,1903047,1.189,2244546,1.301,86265,1.659,379955,1.793,160207,1.603,2597729,1.950,2868595,1.984,486210,1.961,3106700,2.185,1431907,2.274,4345,2.442,940506,2.565,1561655,2.543,896585,2.789,6118650,2.811,3894630,3.046,1153262,3.091,1134325,3.460,33892,3.438,1124937,3.538,2064954,3.538,1045375,3.550,2731159,3.516,4087576,3.583,4033896,3.930,494,3.695,5152896,3.762,4385325,3.762,2304484,3.908,189053,4.008,9067068,4.087,4791190,4.333,1934,4.355,842,4.277,280401,4.288,3500789,4.322,331834,4.355,4591217,4.400,766018,4.501,62064,4.523,3184150,4.590,2606879,4.870,194334,4.702,4095023
,!,MZ009F-4Pool-P6-R07-T24,MZ009F-4Pool-P6-R07-T24.d,Sample,,2/22/2018 12:28 PM,1.042,1159878,1.177,2052021,1.177,2435557,1.277,90059,1.647,423383,1.792,234130,1.591,2482855,1.949,3055458,1.971,419284,1.960,2863828,2.184,842048,2.307,5018,2.441,1000905,2.553,1537020,2.530,953697,2.788,7151098,2.799,4287304,3.056,1358028,3.101,1155320,3.459,41471,3.425,1277036,3.526,2241709,3.548,1200775,3.548,2995663,3.526,4236976,3.604,5159328,3.638,433,3.694,5456114,3.750,5249442,3.783,2434869,3.895,213746,4.007,9814681,4.085,5132184,4.331,4361,4.253,1839,4.264,324051,4.287,3930699,4.320,433104,4.354,5278250,4.387,844607,4.499,63736,4.522,3731909,4.589,3153761,4.868,280668,4.701,4425434
,!,MZ009F-4Pool-P6-R09-T24,MZ009F-4Pool-P6-R09-T24.d,Sample,,2/22/2018 12:35 PM,1.032,1049618,1.177,2073961,1.177,2372537,1.289,84189,1.658,422931,1.781,218766,1.602,2387305,1.949,2828330,1.983,403488,1.960,2664484,2.195,1157171,2.329,4098,2.441,1015838,2.564,1379951,2.542,922780,2.788,6812609,2.810,4155060,3.045,1252480,3.101,1124092,3.459,55371,3.437,1161421,3.538,2182074,3.538,1148512,3.549,2864570,3.515,4390553,3.582,4631872,3.650,1403,3.694,5466074,3.761,4966418,3.773,2274982,3.907,210531,4.008,9916984,4.097,4962736,4.332,3372,4.276,1516,4.276,340080,4.287,3792907,4.321,456822,4.366,5159951,4.399,832448,4.500,65864,4.522,3616813,4.589,3134979,4.869,177904,4.701,4261254
,!,MZ009F-4Pool-P6-R11-T24,MZ009F-4Pool-P6-R11-T24.d,Sample,,2/22/2018 12:41 PM,1.031,1185383,1.165,2080719,1.165,2450962,1.277,87478,1.646,364918,1.780,178516,1.590,2587650,1.948,3114062,1.970,433133,1.959,3039118,2.183,876381,2.272,2437,2.440,958946,2.552,1591423,2.541,979448,2.787,6971146,2.798,4197648,3.056,1320940,3.100,1161605,3.458,46142,3.425,1199567,3.525,2233572,3.548,1168578,3.548,3015691,3.525,4225631,3.604,4872648,4.118,501,3.704,5327341,3.749,5048599,3.783,2475335,3.895,217328,4.007,8831155,4.096,4224189,4.331,5036,4.286,1132,4.264,297723,4.286,3850882,4.320,354370,4.353,5045705,4.387,825014,4.510,65243,4.521,3651631,4.588,3047369,4.868,229901,4.700,4213611
,!,MZ009F-4Pool-P6-R13-T24,MZ009F-4Pool-P6-R13-T24.d,Sample,,2/22/2018 12:48 PM,1.031,1091301,1.177,2171302,1.177,2462452,1.289,84503,1.658,366789,1.792,184569,1.602,2445264,1.949,3015996,1.982,424433,1.960,2821935,2.195,1227204,2.329,1975,2.441,988490,2.564,1470960,2.542,994407,2.788,6884218,2.810,4131634,3.045,1347260,3.101,1165103,3.470,39574,3.436,1167858,3.548,2131779,3.537,1161299,3.548,2770863,3.526,4318699,3.582,4652194,3.918,1244,3.694,5360147,3.761,4974201,3.761,2185080,3.895,201750,3.996,10321722,4.085,5373801,4.343,5814,4.253,477,4.275,324156,4.287,3877934,4.320,396296,4.354,5114572,4.399,838626,4.499,64080,4.522,3693925,4.589,3092709,4.868,350721,4.701,4259785
!,!,MZ009F-4Pool-P6-R15-T24,MZ009F-4Pool-P6-R15-T24.d,Sample,,2/22/2018 12:54 PM,1.030,1504352,1.176,2197746,1.176,2673566,1.276,90827,1.645,360600,1.791,140740,1.589,2448003,1.947,3326502,1.970,410251,1.959,2851911,2.182,817272,2.317,3466,2.440,991235,2.552,1428464,2.540,981856,2.787,7538479,2.798,4453011,3.055,1417964,3.089,1240768,3.458,40115,3.424,1230108,3.525,2202588,3.547,1269959,3.547,2902038,3.525,4192177,3.614,5358658,3.939,785,3.704,5271003,3.749,5412709,3.782,2129055,3.894,234526,4.006,11142755,4.084,6112602,,,4.286,963,4.263,338635,4.286,4215009,4.319,354933,4.353,5554725,4.386,902462,4.509,71068,4.521,3951871,4.588,3315571,4.867,103721,4.700,4168321
,!,MZ009F-4Pool-P6-R02-T24,MZ009F-4Pool-P6-R02-T24.d,Sample,,2/22/2018 1:00 PM,1.030,1520264,1.187,1902610,1.176,2386684,1.288,78986,1.657,409413,1.791,200324,1.601,2349867,1.948,2870670,1.981,404053,1.959,2707774,2.194,1174743,2.317,2885,2.440,1056907,2.563,1279678,2.541,902138,2.787,6790984,2.809,4078148,3.044,1278380,3.100,1097955,3.469,41020,3.436,1167525,3.536,2033843,3.536,1161722,3.548,2756324,3.525,4330897,3.581,4371686,3.603,819,3.693,5357441,3.760,4997898,3.760,1998616,3.894,207308,3.995,9958748,4.096,4843721,4.342,4669,4.275,1185,4.275,327564,4.286,3742880,4.319,396604,4.364,5062929,4.398,851009,4.510,63665,4.532,3590293,4.588,2959219,4.868,343913,4.700,3771906
