Sample,,,,,,,IS_SPARTEINE Results,,NALOXONE HYDROCHLORIDE Results,,FENSPIRIDE HYDROCHLORIDE Results,,PIDOTIMOD Results,,TINIDAZOLE Results,,ROXATIDINE ACETATE HYDROCHLORIDE Results,,IS_EMETINE Results,,FAMCICLOVIR Results,,IS_CAFFEINE Results,,IS_YOHIMBINE Results,,IS_SULFAMETHOXAZOLE Results,,DIACETAMATE Results,,IS_EYTHROMYCINE Results,,VILAZODONE HYDROCHLORIDE Results,,PHENAZOPYRIDINE HYDROCHLORIDE Results,,DILTIAZEM HYDROCHLORIDE Results,,PERICIAZINE Results,,PANTOPRAZOLE Results,,FLUOXETINE Results,,ENTACAPONE Results,,METAXALONE Results,,MEBENDAZOLE Results,,RILUZOLE Results,,CETIRIZINE HYDROCHLORIDE Results,,QUINAPRIL HYDROCHLORIDE Results,,FAMPROFAZONE Results,,BISACODYL Results,,TELMISARTAN Results,,GRISEOFULVIN Results,,IS_MIFEPRISTONE Results,,BICALUTAMIDE Results,,IRBESARTAN Results,,DEFLAZACORT Results,,ARTEMISININ Results,,SULFASALAZINE Results,,NITRENDIPINE Results,,DIFLORASONE DIACETATE Results,,RACECADOTRIL Results,,LEVONORGESTREL Results,,ETODOLAC Results,,PACLITAXEL Results,,CYPROTERONE ACETATE Results,,NORETHINDRONE ACETATE Results,,DANAZOL Results,,IS_IPRIFLAVONE Results,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
,!,MZ009F-4Pool-P6-R01-T02,MZ009F-4Pool-P6-R01-T02.d,Sample,,2/23/2018 9:08 PM,1.032,1266474,1.177,1886849,1.177,2180647,1.289,70141,1.658,1072779,1.781,3644601,1.625,2252241,1.949,2546511,1.983,384375,1.960,2705865,2.195,1064578,2.318,1196210,2.441,883957,2.565,1040578,2.531,1596435,2.788,6419819,2.811,3881736,3.046,3950857,3.101,1228002,3.471,326814,3.437,1279375,3.538,2017611,3.538,1201913,3.549,3050626,3.527,4684940,3.583,6018276,3.627,4346589,3.694,6006847,3.750,4652632,3.762,2615216,3.896,166739,4.008,10078533,4.086,5451215,4.489,1472,4.343,647752,4.276,470948,4.287,2928049,4.321,4205760,4.366,4516213,4.399,653767,4.511,59194,4.533,2941814,4.589,2811890,4.701,1551429,4.701,4553988
!,!,MZ009F-4Pool-P6-R03-T02,MZ009F-4Pool-P6-R03-T02.d,Sample,,2/23/2018 9:14 PM,1.029,1331312,1.175,1786557,1.175,2089482,1.275,69506,1.645,1065532,1.779,3490136,1.611,2156528,1.947,2430114,1.969,397648,1.947,2696937,2.181,873669,2.316,1220546,2.439,896740,2.551,1250060,2.528,1626261,2.774,6168571,2.797,3827028,3.054,3851674,3.088,1285053,3.457,359158,3.423,1365227,3.535,2117992,3.546,1220862,3.535,3451256,3.524,4627875,3.613,6218053,3.636,4579775,3.703,6212452,3.748,4655050,3.781,2577462,3.893,166323,4.005,9176705,4.083,5249231,,,4.318,789318,4.262,511819,4.285,3002936,4.318,4364368,4.363,4538328,4.385,676379,4.497,60817,4.520,3146087,4.587,2973481,4.699,2139339,4.699,4201041
,!,MZ009F-4Pool-P6-R05-T02,MZ009F-4Pool-P6-R05-T02.d,Sample,,2/23/2018 9:21 PM,1.030,1380546,1.186,1947025,1.186,2243674,1.287,76686,1.656,1147462,1.779,3766480,1.623,2392992,1.947,2662116,1.981,418150,1.958,2949501,2.193,1122683,2.316,1284655,2.450,849716,2.562,1452726,2.540,1800542,2.797,6622988,2.808,4127138,3.043,4022879,3.099,1346207,3.469,366904,3.435,1286298,3.536,2061648,3.547,1245571,3.547,3170956,3.524,4773940,3.580,6183006,3.625,5068632,3.692,6368460,3.759,4692553,3.771,2744162,3.894,177360,4.005,10234119,4.084,5418401,4.520,3076,4.330,895598,4.263,567847,4.285,2958289,4.319,4600581,4.352,4846828,4.397,715795,4.498,66215,4.520,3527085,4.587,3375528,4.699,2549988,4.699,4753925
!,!,MZ009F-4Pool-P6-R07-T02,MZ009F-4Pool-P6-R07-T02.d,Sample,,2/23/2018 9:27 PM,1.032,1258866,1.166,1814828,1.166,2084146,1.289,72158,1.647,1044697,1.781,3510642,1.613,2261686,1.949,2456604,1.971,401096,1.949,2739040,2.184,882983,2.318,1259596,2.441,873549,2.553,1377660,2.520,1665412,2.777,6094918,2.788,3844004,3.045,3922565,3.090,1334531,3.459,348615,3.426,1320497,3.526,2101680,3.549,1195033,3.549,3371022,3.526,4504100,3.605,6141220,3.638,4733242,3.705,6377026,3.750,4541726,3.784,2689546,3.896,171125,4.007,9064901,4.086,5048453,,,4.309,888166,4.265,560194,4.287,2941232,4.321,4501594,4.354,4486635,4.388,656797,4.500,62496,4.522,3329411,4.589,3074473,4.701,2603793,4.701,4453954
,!,MZ009F-4Pool-P6-R09-T02,MZ009F-4Pool-P6-R09-T02.d,Sample,,2/23/2018 9:34 PM,1.032,1295282,1.188,1773110,1.188,2013592,1.289,67640,1.658,1027336,1.781,3529830,1.624,2274386,1.949,2426053,1.982,385571,1.960,2697716,2.195,1088914,2.329,1165363,2.452,919255,2.564,1366972,2.531,1670736,2.799,6054460,2.810,3847318,3.056,3785303,3.101,1278435,3.470,340758,3.437,1298189,3.537,2033403,3.549,1178647,3.549,3009321,3.526,4661791,3.582,5858334,3.627,5066978,3.705,6286481,3.761,4445353,3.772,2571345,3.907,166749,4.007,9433424,4.097,4906098,4.488,2912,4.332,921929,4.276,566769,4.287,2866501,4.321,4395655,4.365,4515111,4.399,647804,4.500,61869,4.522,3258095,4.589,3208772,4.701,2632561,4.701,4501168
,!,MZ009F-4Pool-P6-R11-T02,MZ009F-4Pool-P6-R11-T02.d,Sample,,2/23/2018 9:40 PM,1.021,2002693,1.167,1679336,1.167,2007022,1.279,68556,1.648,1031684,1.782,3538550,1.614,2241406,1.950,2478935,1.972,399103,1.950,2798255,2.185,896262,2.319,1169390,2.442,842603,2.554,1062070,2.532,1569759,2.778,6119776,2.800,3633162,3.046,4009004,3.091,1208348,3.460,338525,3.427,1309069,3.527,2033066,3.550,1175108,3.538,3209358,3.527,4421629,3.606,6001861,3.628,4136568,3.695,5932938,3.751,4639133,3.773,2661934,3.885,167897,3.997,8177338,4.087,4317308,4.500,3723,4.299,773783,4.266,480628,4.277,2933942,4.310,4332526,4.355,4371740,4.389,658512,4.500,56839,4.523,3043599,4.590,2830070,4.702,1830544,4.702,3528473
!,!,MZ009F-4Pool-P6-R13-T02,MZ009F-4Pool-P6-R13-T02.d,Sample,,2/23/2018 9:47 PM,1.054,1208939,1.188,1770813,1.188,1979457,1.300,69602,1.658,1037236,1.781,3471776,1.624,2244647,1.949,2429722,1.982,393220,1.971,2723282,2.195,1099881,2.329,1142248,2.452,854812,2.564,1573383,2.542,1660784,2.799,6013476,2.810,3840381,3.056,3812877,3.101,1311813,3.470,340064,3.437,1247488,3.537,1975953,3.537,1118457,3.548,3118811,3.526,4490847,3.582,5597142,3.627,4419871,3.694,6326226,3.761,4252325,3.772,2638068,3.906,159619,4.007,9293870,4.097,5010541,,,4.331,954645,4.276,575365,4.287,2812981,4.320,4281613,4.365,4526154,4.399,667196,4.499,62111,4.522,3333851,4.600,3274387,4.701,2556196,4.701,4571457
,!,MZ009F-4Pool-P6-R15-T02,MZ009F-4Pool-P6-R15-T02.d,Sample,,2/23/2018 9:53 PM,1.019,1406438,1.164,1845075,1.164,2097186,1.287,70546,1.645,1076451,1.768,3494153,1.612,2234308,1.947,2615803,1.970,411158,1.947,2828411,2.182,894265,2.316,1211762,2.439,870888,2.551,1400460,2.529,1770672,2.775,6333780,2.797,3883122,3.055,3847200,3.088,1352794,3.458,341366,3.424,1299031,3.525,2113653,3.547,1203882,3.547,3395875,3.525,4537816,3.603,6285471,3.625,4144946,3.704,6202277,3.748,4676487,3.782,2431744,3.894,174596,4.006,9622449,4.084,5336734,4.487,2226,4.319,933618,4.263,567849,4.285,2911574,4.319,4408458,4.352,4566404,4.386,676314,4.498,63831,4.520,3447042,4.587,3253260,4.699,2260105,4.699,4450352
!,!,MZ009F-4Pool-P6-R02-T02,MZ009F-4Pool-P6-R02-T02.d,Sample,,2/23/2018 9:59 PM,1.044,1145457,1.189,1696063,1.189,1886567,1.290,63458,1.659,998804,1.782,3255223,1.625,1989037,1.950,2417022,1.983,366807,1.961,2549322,2.196,1043241,2.319,1124520,2.442,880170,2.565,1367909,2.531,1582058,2.789,5784183,2.811,3633051,3.046,3544681,3.102,1257599,3.471,319048,3.438,1242935,3.538,1965353,3.549,1096816,3.549,3043879,3.527,4395137,3.583,5459660,3.628,4556200,3.695,5946948,3.762,4240064,3.762,2233435,3.896,158060,3.997,8596184,4.086,4415429,,,4.333,914822,4.265,536985,4.288,2716462,4.321,4066640,4.355,4285670,4.400,644577,4.500,57920,4.523,3197622,4.590,3131224,4.702,2420926,4.702,4070719
